date,customer_id,invoice_id,event_type,detail
2025-07-28,C-03,INV-2097,INVOICE_SETTLED,payment 28813.80 received; balance cleared
2025-07-28,C-07,INV-2242,PARTIAL_PAYMENT,received 3194.62; 3194.62 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2025-07-29,C-02,INV-2046,INVOICE_SETTLED,payment 6363.09 received; balance cleared
2025-07-30,C-10,INV-2330,INVOICE_SETTLED,payment 15184.14 received; balance cleared
2025-07-31,C-07,INV-2241,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2025-08-01,C-01,INV-2007,INVOICE_SETTLED,payment 21295.95 received; balance cleared
2025-08-02,C-07,INV-2241,INVOICE_SETTLED,payment 3475.35 received; balance cleared
2025-08-03,C-07,INV-2242,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2025-08-04,C-05,INV-2164,INVOICE_SETTLED,payment 353.41 received; balance cleared
2025-08-05,C-06,INV-2191,INVOICE_SETTLED,payment 29299.76 received; balance cleared
2025-08-06,C-07,INV-2242,INVOICE_SETTLED,payment 3194.62 received; balance cleared
2025-08-07,C-02,INV-2048,INVOICE_SETTLED,payment 6488.29 received; balance cleared
2025-08-10,C-09,INV-2298,INVOICE_SETTLED,payment 8096.17 received; balance cleared
2025-08-11,C-05,INV-2163,INVOICE_SETTLED,payment 318.53 received; balance cleared
2025-08-11,C-02,INV-2047,INVOICE_SETTLED,payment 7909.42 received; balance cleared
2025-08-11,C-12,INV-2388,INVOICE_SETTLED,payment 11691.61 received; balance cleared
2025-08-12,C-04,INV-2136,INVOICE_SETTLED,payment 10534.39 received; balance cleared
2025-08-14,C-10,INV-2329,INVOICE_SETTLED,payment 11203.95 received; balance cleared
2025-08-14,C-11,INV-2364,INVOICE_SETTLED,payment 8313.03 received; balance cleared
2025-08-14,C-06,INV-2194,INVOICE_SETTLED,payment 32959.98 received; balance cleared
2025-08-16,C-06,INV-2193,INVOICE_SETTLED,payment 22793.27 received; balance cleared
2025-08-17,C-09,INV-2297,INVOICE_SETTLED,payment 8531.69 received; balance cleared
2025-08-19,C-03,INV-2099,INVOICE_SETTLED,payment 31109.64 received; balance cleared
2025-08-20,C-07,INV-2243,INVOICE_SETTLED,payment 7726.89 received; balance cleared
2025-08-20,C-01,INV-2010,INVOICE_SETTLED,payment 19574.73 received; balance cleared
2025-08-22,C-04,INV-2135,INVOICE_SETTLED,payment 12382.84 received; balance cleared
2025-08-23,C-12,INV-2389,INVOICE_SETTLED,payment 12522.04 received; balance cleared
2025-08-24,C-12,INV-2390,INVOICE_SETTLED,payment 12550.72 received; balance cleared
2025-08-25,C-01,INV-2009,INVOICE_SETTLED,payment 21366.82 received; balance cleared
2025-08-26,C-07,INV-2244,INVOICE_SETTLED,payment 4935.17 received; balance cleared
2025-08-27,C-08,INV-2274,INVOICE_SETTLED,payment 97507.47 received; balance cleared
2025-08-31,C-02,INV-2049,INVOICE_SETTLED,payment 9668.66 received; balance cleared
2025-09-01,C-03,INV-2100,INVOICE_SETTLED,payment 42907.90 received; balance cleared
2025-09-03,C-09,INV-2300,INVOICE_SETTLED,payment 8109.64 received; balance cleared
2025-09-08,C-12,INV-2391,INVOICE_SETTLED,payment 11959.69 received; balance cleared
2025-09-08,C-02,INV-2050,INVOICE_SETTLED,payment 10456.52 received; balance cleared
2025-09-09,C-10,INV-2332,INVOICE_SETTLED,payment 9747.84 received; balance cleared
2025-09-11,C-10,INV-2333,INVOICE_SETTLED,payment 14376.46 received; balance cleared
2025-09-11,C-08,INV-2275,INVOICE_SETTLED,payment 89095.43 received; balance cleared
2025-09-12,C-10,INV-2331,INVOICE_SETTLED,payment 19087.28 received; balance cleared
2025-09-12,C-06,INV-2195,INVOICE_SETTLED,payment 34815.39 received; balance cleared
2025-09-12,C-09,INV-2299,INVOICE_SETTLED,payment 6468.88 received; balance cleared
2025-09-13,C-12,INV-2393,INVOICE_SETTLED,payment 11689.76 received; balance cleared
2025-09-16,C-05,INV-2165,INVOICE_SETTLED,payment 261.72 received; balance cleared
2025-09-16,C-02,INV-2051,INVOICE_SETTLED,payment 11094.38 received; balance cleared
2025-09-16,C-11,INV-2365,INVOICE_SETTLED,payment 27070.90 received; balance cleared
2025-09-16,C-04,INV-2138,INVOICE_SETTLED,payment 10326.43 received; balance cleared
2025-09-17,C-06,INV-2198,INVOICE_SETTLED,payment 30457.27 received; balance cleared
2025-09-18,C-07,INV-2245,PARTIAL_PAYMENT,received 3139.43; 3139.43 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2025-09-20,C-06,INV-2197,INVOICE_SETTLED,payment 30182.52 received; balance cleared
2025-09-23,C-12,INV-2392,INVOICE_SETTLED,payment 13133.01 received; balance cleared
2025-09-24,C-07,INV-2245,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2025-09-27,C-04,INV-2137,INVOICE_SETTLED,payment 13932.72 received; balance cleared
2025-09-28,C-02,INV-2053,INVOICE_SETTLED,payment 10589.54 received; balance cleared
2025-09-28,C-03,INV-2102,INVOICE_SETTLED,payment 15993.54 received; balance cleared
2025-09-29,C-07,INV-2246,INVOICE_SETTLED,payment 6593.55 received; balance cleared
2025-09-29,C-01,INV-2011,INVOICE_SETTLED,payment 17479.13 received; balance cleared
2025-09-30,C-06,INV-2196,INVOICE_SETTLED,payment 26892.08 received; balance cleared
2025-09-30,C-09,INV-2301,INVOICE_SETTLED,payment 7030.03 received; balance cleared
2025-10-03,C-10,INV-2334,INVOICE_SETTLED,payment 18579.77 received; balance cleared
2025-10-03,C-07,INV-2245,INVOICE_SETTLED,payment 3139.43 received; balance cleared
2025-10-04,C-02,INV-2052,INVOICE_SETTLED,payment 10240.26 received; balance cleared
2025-10-05,C-03,INV-2101,INVOICE_SETTLED,payment 46366.61 received; balance cleared
2025-10-06,C-12,INV-2394,INVOICE_SETTLED,payment 8891.26 received; balance cleared
2025-10-06,C-02,INV-2054,INVOICE_SETTLED,payment 8474.04 received; balance cleared
2025-10-10,C-01,INV-2012,INVOICE_SETTLED,payment 17118.85 received; balance cleared
2025-10-11,C-08,INV-2276,INVOICE_SETTLED,payment 107908.20 received; balance cleared
2025-10-17,C-06,INV-2201,INVOICE_SETTLED,payment 27375.41 received; balance cleared
2025-10-20,C-04,INV-2139,INVOICE_SETTLED,payment 15414.46 received; balance cleared
2025-10-22,C-12,INV-2396,INVOICE_SETTLED,payment 13165.31 received; balance cleared
2025-10-22,C-11,INV-2366,INVOICE_SETTLED,payment 18678.80 received; balance cleared
2025-10-22,C-09,INV-2302,INVOICE_SETTLED,payment 9220.98 received; balance cleared
2025-10-24,C-03,INV-2103,INVOICE_SETTLED,payment 37145.83 received; balance cleared
2025-10-25,C-06,INV-2199,INVOICE_SETTLED,payment 26352.93 received; balance cleared
2025-10-26,C-12,INV-2395,INVOICE_SETTLED,payment 12102.02 received; balance cleared
2025-10-27,C-02,INV-2056,INVOICE_SETTLED,payment 9273.60 received; balance cleared
2025-10-27,C-02,INV-2057,INVOICE_SETTLED,payment 7232.24 received; balance cleared
2025-10-28,C-04,INV-2140,INVOICE_SETTLED,payment 14847.93 received; balance cleared
2025-10-30,C-10,INV-2336,INVOICE_SETTLED,payment 9914.37 received; balance cleared
2025-11-03,C-07,INV-2248,INVOICE_SETTLED,payment 5298.50 received; balance cleared
2025-11-04,C-06,INV-2200,INVOICE_SETTLED,payment 27919.78 received; balance cleared
2025-11-06,C-12,INV-2397,INVOICE_SETTLED,payment 14267.10 received; balance cleared
2025-11-06,C-07,INV-2247,INVOICE_SETTLED,payment 4677.76 received; balance cleared
2025-11-07,C-01,INV-2014,INVOICE_SETTLED,payment 20130.87 received; balance cleared
2025-11-07,C-01,INV-2013,INVOICE_SETTLED,payment 19086.01 received; balance cleared
2025-11-08,C-03,INV-2104,INVOICE_SETTLED,payment 34305.51 received; balance cleared
2025-11-08,C-09,INV-2304,INVOICE_SETTLED,payment 7893.58 received; balance cleared
2025-11-10,C-05,INV-2166,INVOICE_SETTLED,payment 273.00 received; balance cleared
2025-11-11,C-10,INV-2335,INVOICE_SETTLED,payment 9656.12 received; balance cleared
2025-11-11,C-11,INV-2367,INVOICE_SETTLED,payment 26100.59 received; balance cleared
2025-11-15,C-02,INV-2055,INVOICE_SETTLED,payment 10693.50 received; balance cleared
2025-11-15,C-04,INV-2141,INVOICE_SETTLED,payment 9500.02 received; balance cleared
2025-11-19,C-05,INV-2167,INVOICE_SETTLED,payment 412.64 received; balance cleared
2025-11-22,C-04,INV-2142,INVOICE_SETTLED,payment 9265.17 received; balance cleared
2025-11-24,C-03,INV-2106,INVOICE_SETTLED,payment 35950.56 received; balance cleared
2025-11-25,C-12,INV-2398,INVOICE_SETTLED,payment 12142.21 received; balance cleared
2025-11-25,C-01,INV-2016,INVOICE_SETTLED,payment 25294.50 received; balance cleared
2025-11-26,C-08,INV-2277,INVOICE_SETTLED,payment 94992.97 received; balance cleared
2025-11-26,C-09,INV-2303,INVOICE_SETTLED,payment 10090.80 received; balance cleared
2025-11-26,C-09,INV-2306,INVOICE_SETTLED,payment 5633.82 received; balance cleared
2025-11-27,C-12,INV-2399,INVOICE_SETTLED,payment 5652.84 received; balance cleared
2025-11-28,C-06,INV-2202,INVOICE_SETTLED,payment 27815.21 received; balance cleared
2025-11-29,C-10,INV-2338,INVOICE_SETTLED,payment 12727.84 received; balance cleared
2025-11-29,C-03,INV-2105,INVOICE_SETTLED,payment 27522.31 received; balance cleared
2025-12-03,C-06,INV-2203,INVOICE_SETTLED,payment 28016.93 received; balance cleared
2025-12-05,C-06,INV-2204,INVOICE_SETTLED,payment 21406.36 received; balance cleared
2025-12-07,C-12,INV-2403,INVOICE_SETTLED,payment 9572.95 received; balance cleared
2025-12-08,C-02,INV-2058,INVOICE_SETTLED,payment 7462.50 received; balance cleared
2025-12-08,C-01,INV-2015,INVOICE_SETTLED,payment 18180.82 received; balance cleared
2025-12-09,C-11,INV-2368,INVOICE_SETTLED,payment 28819.04 received; balance cleared
2025-12-10,C-12,INV-2401,INVOICE_SETTLED,payment 13702.86 received; balance cleared
2025-12-11,C-07,INV-2250,INVOICE_SETTLED,payment 7687.95 received; balance cleared
2025-12-12,C-10,INV-2337,INVOICE_SETTLED,payment 17167.66 received; balance cleared
2025-12-16,C-09,INV-2305,INVOICE_SETTLED,payment 7636.27 received; balance cleared
2025-12-18,C-06,INV-2205,INVOICE_SETTLED,payment 24618.72 received; balance cleared
2025-12-19,C-12,INV-2404,INVOICE_SETTLED,payment 13518.62 received; balance cleared
2025-12-20,C-02,INV-2060,INVOICE_SETTLED,payment 8046.28 received; balance cleared
2025-12-21,C-12,INV-2400,INVOICE_SETTLED,payment 10063.94 received; balance cleared
2025-12-21,C-07,INV-2249,INVOICE_SETTLED,payment 3846.36 received; balance cleared
2025-12-21,C-03,INV-2107,INVOICE_SETTLED,payment 24019.78 received; balance cleared
2025-12-22,C-01,INV-2018,INVOICE_SETTLED,payment 14212.88 received; balance cleared
2025-12-24,C-02,INV-2059,INVOICE_SETTLED,payment 13816.70 received; balance cleared
2025-12-25,C-06,INV-2207,INVOICE_SETTLED,payment 19073.61 received; balance cleared
2025-12-26,C-08,INV-2278,INVOICE_SETTLED,payment 83654.21 received; balance cleared
2025-12-27,C-07,INV-2251,PARTIAL_PAYMENT,received 2827.05; 2827.05 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2025-12-28,C-12,INV-2402,INVOICE_SETTLED,payment 12691.68 received; balance cleared
2025-12-28,C-12,INV-2405,INVOICE_SETTLED,payment 8196.78 received; balance cleared
2025-12-29,C-06,INV-2206,INVOICE_SETTLED,payment 29273.63 received; balance cleared
2025-12-30,C-01,INV-2017,INVOICE_SETTLED,payment 17232.72 received; balance cleared
2025-12-31,C-05,INV-2168,INVOICE_SETTLED,payment 383.22 received; balance cleared
2026-01-01,C-12,INV-2406,INVOICE_SETTLED,payment 13088.20 received; balance cleared
2026-01-02,C-07,INV-2251,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-01-03,C-03,INV-2108,INVOICE_SETTLED,payment 39505.85 received; balance cleared
2026-01-06,C-10,INV-2340,INVOICE_SETTLED,payment 15680.07 received; balance cleared
2026-01-06,C-08,INV-2279,INVOICE_SETTLED,payment 77053.88 received; balance cleared
2026-01-06,C-02,INV-2061,INVOICE_SETTLED,payment 10208.15 received; balance cleared
2026-01-08,C-10,INV-2339,INVOICE_SETTLED,payment 13659.64 received; balance cleared
2026-01-08,C-07,INV-2251,INVOICE_SETTLED,payment 2827.05 received; balance cleared
2026-01-10,C-11,INV-2369,INVOICE_SETTLED,payment 19180.39 received; balance cleared
2026-01-10,C-07,INV-2252,PARTIAL_PAYMENT,received 2666.39; 2666.40 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2026-01-13,C-06,INV-2209,INVOICE_SETTLED,payment 31252.64 received; balance cleared
2026-01-14,C-02,INV-2063,INVOICE_SETTLED,payment 9403.97 received; balance cleared
2026-01-15,C-05,INV-2169,INVOICE_SETTLED,payment 386.71 received; balance cleared
2026-01-16,C-07,INV-2252,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-01-17,C-06,INV-2210,INVOICE_SETTLED,payment 37034.72 received; balance cleared
2026-01-20,C-03,INV-2109,INVOICE_SETTLED,payment 14892.59 received; balance cleared
2026-01-20,C-09,INV-2308,INVOICE_SETTLED,payment 7519.37 received; balance cleared
2026-01-20,C-09,INV-2307,INVOICE_SETTLED,payment 8665.93 received; balance cleared
2026-01-22,C-07,INV-2252,INVOICE_SETTLED,payment 2666.40 received; balance cleared
2026-01-23,C-02,INV-2062,INVOICE_SETTLED,payment 8462.88 received; balance cleared
2026-01-23,C-12,INV-2407,INVOICE_SETTLED,payment 11249.41 received; balance cleared
2026-01-24,C-01,INV-2020,INVOICE_SETTLED,payment 18182.37 received; balance cleared
2026-01-26,C-04,INV-2144,INVOICE_SETTLED,payment 14889.22 received; balance cleared
2026-01-27,C-07,INV-2253,PARTIAL_PAYMENT,received 2983.86; 2983.86 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2026-01-28,C-12,INV-2408,INVOICE_SETTLED,payment 13519.67 received; balance cleared
2026-01-31,C-01,INV-2019,INVOICE_SETTLED,payment 17268.75 received; balance cleared
2026-02-01,C-04,INV-2143,INVOICE_SETTLED,payment 9766.48 received; balance cleared
2026-02-02,C-07,INV-2253,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-02-03,C-09,INV-2310,INVOICE_SETTLED,payment 8290.17 received; balance cleared
2026-02-04,C-10,INV-2341,INVOICE_SETTLED,payment 16994.17 received; balance cleared
2026-02-04,C-12,INV-2409,INVOICE_SETTLED,payment 14573.56 received; balance cleared
2026-02-06,C-08,INV-2280,INVOICE_SETTLED,payment 75332.71 received; balance cleared
2026-02-08,C-07,INV-2253,INVOICE_SETTLED,payment 2983.86 received; balance cleared
2026-02-08,C-07,INV-2255,PARTIAL_PAYMENT,received 3015.72; 3015.71 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2026-02-08,C-12,INV-2411,INVOICE_SETTLED,payment 12045.50 received; balance cleared
2026-02-09,C-10,INV-2342,INVOICE_SETTLED,payment 19249.14 received; balance cleared
2026-02-09,C-07,INV-2254,INVOICE_SETTLED,payment 6050.67 received; balance cleared
2026-02-09,C-06,INV-2208,INVOICE_SETTLED,payment 22406.39 received; balance cleared
2026-02-12,C-11,INV-2370,INVOICE_SETTLED,payment 24915.24 received; balance cleared
2026-02-12,C-02,INV-2066,INVOICE_SETTLED,payment 9329.88 received; balance cleared
2026-02-13,C-04,INV-2146,INVOICE_SETTLED,payment 8321.31 received; balance cleared
2026-02-13,C-03,INV-2110,INVOICE_SETTLED,payment 39029.86 received; balance cleared
2026-02-14,C-07,INV-2255,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-02-15,C-06,INV-2213,INVOICE_SETTLED,payment 24709.43 received; balance cleared
2026-02-20,C-02,INV-2064,INVOICE_SETTLED,payment 7905.16 received; balance cleared
2026-02-21,C-06,INV-2212,INVOICE_SETTLED,payment 31850.99 received; balance cleared
2026-02-21,C-07,INV-2255,INVOICE_SETTLED,payment 3015.71 received; balance cleared
2026-02-22,C-02,INV-2065,INVOICE_SETTLED,payment 11506.10 received; balance cleared
2026-02-22,C-01,INV-2021,INVOICE_SETTLED,payment 21130.98 received; balance cleared
2026-02-23,C-02,INV-2069,INVOICE_SETTLED,payment 10248.79 received; balance cleared
2026-02-24,C-12,INV-2410,INVOICE_SETTLED,payment 10593.56 received; balance cleared
2026-02-24,C-09,INV-2309,INVOICE_SETTLED,payment 5997.90 received; balance cleared
2026-02-25,C-03,INV-2111,INVOICE_SETTLED,payment 32137.95 received; balance cleared
2026-02-27,C-10,INV-2344,INVOICE_SETTLED,payment 24578.30 received; balance cleared
2026-03-02,C-02,INV-2068,INVOICE_SETTLED,payment 8257.88 received; balance cleared
2026-03-02,C-07,INV-2256,PARTIAL_PAYMENT,received 4827.84; 4827.83 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2026-03-02,C-12,INV-2412,INVOICE_SETTLED,payment 10020.83 received; balance cleared
2026-03-05,C-09,INV-2311,INVOICE_SETTLED,payment 9235.08 received; balance cleared
2026-03-06,C-01,INV-2022,INVOICE_SETTLED,payment 17846.34 received; balance cleared
2026-03-06,C-12,INV-2413,INVOICE_SETTLED,payment 8086.29 received; balance cleared
2026-03-07,C-03,INV-2112,INVOICE_SETTLED,payment 34928.49 received; balance cleared
2026-03-08,C-08,INV-2281,INVOICE_SETTLED,payment 114256.24 received; balance cleared
2026-03-08,C-02,INV-2067,INVOICE_SETTLED,payment 11889.26 received; balance cleared
2026-03-08,C-07,INV-2256,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-03-10,C-05,INV-2170,INVOICE_SETTLED,payment 277.23 received; balance cleared
2026-03-10,C-10,INV-2343,INVOICE_SETTLED,payment 9789.82 received; balance cleared
2026-03-10,C-06,INV-2211,INVOICE_SETTLED,payment 32766.56 received; balance cleared
2026-03-10,C-09,INV-2312,INVOICE_SETTLED,payment 8175.45 received; balance cleared
2026-03-17,C-07,INV-2257,INVOICE_SETTLED,payment 6652.33 received; balance cleared
2026-03-18,C-07,INV-2256,INVOICE_SETTLED,payment 4827.83 received; balance cleared
2026-03-18,C-01,INV-2023,INVOICE_SETTLED,payment 9989.47 received; balance cleared
2026-03-20,C-12,INV-2414,INVOICE_SETTLED,payment 12327.28 received; balance cleared
2026-03-20,C-04,INV-2150,INVOICE_SETTLED,payment 13070.44 received; balance cleared
2026-03-23,C-04,INV-2145,INVOICE_SETTLED,payment 16833.75 received; balance cleared
2026-03-24,C-06,INV-2214,INVOICE_SETTLED,payment 20845.03 received; balance cleared
2026-03-25,C-05,INV-2171,INVOICE_SETTLED,payment 350.89 received; balance cleared
2026-03-27,C-11,INV-2372,INVOICE_SETTLED,payment 24151.05 received; balance cleared
2026-03-30,C-11,INV-2371,INVOICE_SETTLED,payment 23717.43 received; balance cleared
2026-03-30,C-04,INV-2149,INVOICE_SETTLED,payment 6728.01 received; balance cleared
2026-04-01,C-12,INV-2415,INVOICE_SETTLED,payment 10796.40 received; balance cleared
2026-04-01,C-09,INV-2314,INVOICE_SETTLED,payment 6831.44 received; balance cleared
2026-04-03,C-02,INV-2071,INVOICE_SETTLED,payment 10319.68 received; balance cleared
2026-04-03,C-06,INV-2216,INVOICE_SETTLED,payment 18964.37 received; balance cleared
2026-04-04,C-08,INV-2282,INVOICE_SETTLED,payment 80065.78 received; balance cleared
2026-04-05,C-04,INV-2147,INVOICE_SETTLED,payment 10948.42 received; balance cleared
2026-04-06,C-04,INV-2148,INVOICE_SETTLED,payment 9462.81 received; balance cleared
2026-04-07,C-06,INV-2215,INVOICE_SETTLED,payment 31303.89 received; balance cleared
2026-04-08,C-10,INV-2346,INVOICE_SETTLED,payment 17726.28 received; balance cleared
